,gait,task,direction,id,length,type
0,trot,straight,forward,Quadruped_0,2409,constant omega
1,trot,straight,forward,Quadruped_1,2401,constant mu
2,trot,straight,forward,Quadruped_2,2401,random
3,trot,straight,forward,Quadruped_3,2401,constant omega
4,trot,straight,forward,Quadruped_4,2401,constant mu
5,trot,straight,forward,Quadruped_5,2728,random
6,trot,straight,forward,Quadruped_6,2401,constant omega
7,trot,straight,forward,Quadruped_7,2689,constant mu
8,trot,straight,forward,Quadruped_8,2401,random
9,trot,straight,forward,Quadruped_9,2401,constant omega
10,trot,straight,forward,Quadruped_10,2401,constant mu
11,trot,straight,forward,Quadruped_11,2689,random
12,trot,straight,forward,Quadruped_12,2401,constant omega
13,trot,straight,forward,Quadruped_13,2409,constant mu
14,trot,straight,forward,Quadruped_14,2401,random
15,trot,straight,forward,Quadruped_15,2401,constant omega
16,trot,straight,forward,Quadruped_16,2689,constant mu
17,trot,straight,forward,Quadruped_17,2689,random
18,trot,straight,forward,Quadruped_18,2401,constant omega
19,trot,straight,forward,Quadruped_19,2689,constant mu
20,trot,straight,forward,Quadruped_20,2691,random
21,trot,straight,forward,Quadruped_21,2401,constant omega
22,trot,straight,forward,Quadruped_22,2401,constant mu
23,trot,straight,forward,Quadruped_23,2121,random
24,trot,straight,forward,Quadruped_24,2401,constant omega
25,trot,straight,forward,Quadruped_25,2131,constant mu
26,trot,straight,forward,Quadruped_26,2689,random
27,trot,straight,forward,Quadruped_27,2401,constant omega
28,trot,straight,forward,Quadruped_28,2689,constant mu
29,trot,straight,forward,Quadruped_29,2689,random
30,trot,straight,forward,Quadruped_30,2401,constant omega
31,trot,straight,forward,Quadruped_31,2401,constant mu
32,trot,straight,forward,Quadruped_32,2409,random
33,trot,straight,forward,Quadruped_33,2401,constant omega
34,trot,straight,forward,Quadruped_34,2692,constant mu
35,trot,straight,forward,Quadruped_35,2689,random
36,trot,straight,forward,Quadruped_36,2401,constant omega
37,trot,straight,forward,Quadruped_37,2690,constant mu
38,trot,straight,forward,Quadruped_38,2401,random
39,trot,straight,forward,Quadruped_39,2401,constant omega
40,trot,straight,forward,Quadruped_40,2750,constant mu
41,trot,straight,forward,Quadruped_41,2401,random
42,trot,straight,forward,Quadruped_42,2401,constant omega
43,trot,straight,forward,Quadruped_43,2401,constant mu
44,trot,straight,forward,Quadruped_44,2689,random
45,trot,straight,forward,Quadruped_45,2401,constant omega
46,trot,straight,forward,Quadruped_46,2401,constant mu
47,trot,straight,forward,Quadruped_47,2692,random
48,trot,straight,forward,Quadruped_48,2401,constant omega
49,trot,straight,forward,Quadruped_49,2401,constant mu
50,trot,straight,forward,Quadruped_50,2401,random
51,trot,straight,forward,Quadruped_51,2401,constant omega
52,trot,straight,forward,Quadruped_52,2689,constant mu
53,trot,straight,forward,Quadruped_53,2689,random
54,trot,straight,forward,Quadruped_54,2401,constant omega
55,trot,straight,forward,Quadruped_55,2401,constant mu
56,trot,straight,forward,Quadruped_56,2728,random
57,trot,straight,forward,Quadruped_57,2401,constant omega
58,trot,straight,forward,Quadruped_58,2401,constant mu
59,trot,straight,forward,Quadruped_59,2689,random
60,trot,straight,forward,Quadruped_60,2401,constant omega
61,trot,straight,forward,Quadruped_61,2689,constant mu
62,trot,straight,forward,Quadruped_62,2689,random
63,trot,straight,forward,Quadruped_63,2401,constant omega
64,trot,straight,forward,Quadruped_64,2401,constant mu
65,trot,straight,forward,Quadruped_65,2401,random
66,trot,straight,forward,Quadruped_66,2401,constant omega
67,trot,straight,forward,Quadruped_67,2401,constant mu
68,trot,straight,forward,Quadruped_68,2401,random
69,trot,straight,forward,Quadruped_69,2401,constant omega
70,trot,straight,forward,Quadruped_70,2401,constant mu
71,trot,straight,forward,Quadruped_71,2689,random
72,trot,straight,forward,Quadruped_72,2401,constant omega
73,trot,straight,forward,Quadruped_73,2401,constant mu
74,trot,straight,forward,Quadruped_74,2401,random
75,trot,straight,forward,Quadruped_75,2401,constant omega
76,trot,straight,forward,Quadruped_76,2123,constant mu
77,trot,straight,forward,Quadruped_77,2401,random
78,trot,straight,forward,Quadruped_78,2401,constant omega
79,trot,straight,forward,Quadruped_79,2401,constant mu
80,trot,straight,forward,Quadruped_80,2401,random
81,trot,straight,forward,Quadruped_81,2401,constant omega
82,trot,straight,forward,Quadruped_82,2401,constant mu
83,trot,straight,forward,Quadruped_83,2690,random
84,trot,straight,forward,Quadruped_84,2401,constant omega
85,trot,straight,forward,Quadruped_85,2401,constant mu
86,trot,straight,forward,Quadruped_86,2689,random
87,trot,straight,forward,Quadruped_87,2401,constant omega
88,trot,straight,forward,Quadruped_88,2711,constant mu
89,trot,straight,forward,Quadruped_89,2401,random
90,trot,straight,forward,Quadruped_90,2401,constant omega
91,trot,straight,forward,Quadruped_91,2693,constant mu
92,trot,straight,forward,Quadruped_92,2401,random
93,trot,straight,forward,Quadruped_93,2401,constant omega
94,trot,straight,forward,Quadruped_94,2729,constant mu
95,trot,straight,forward,Quadruped_95,2401,random
96,trot,straight,forward,Quadruped_96,2401,constant omega
97,trot,straight,forward,Quadruped_97,2709,constant mu
98,trot,straight,forward,Quadruped_98,2401,random
99,trot,straight,forward,Quadruped_99,2401,constant omega
100,trot,straight,forward,Quadruped_100,2409,constant mu
101,trot,straight,forward,Quadruped_101,2401,random
102,trot,straight,forward,Quadruped_102,2401,constant omega
103,trot,straight,forward,Quadruped_103,2689,constant mu
104,trot,straight,forward,Quadruped_104,2689,random
105,trot,straight,forward,Quadruped_105,2401,constant omega
106,trot,straight,forward,Quadruped_106,2401,constant mu
107,trot,straight,forward,Quadruped_107,2401,random
108,trot,straight,forward,Quadruped_108,2401,constant omega
109,trot,straight,forward,Quadruped_109,2401,constant mu
110,trot,straight,forward,Quadruped_110,2401,random
111,trot,straight,forward,Quadruped_111,2401,constant omega
112,trot,straight,forward,Quadruped_112,2401,constant mu
113,trot,straight,forward,Quadruped_113,2401,random
114,trot,straight,forward,Quadruped_114,2401,constant omega
115,trot,straight,forward,Quadruped_115,2401,constant mu
116,trot,straight,forward,Quadruped_116,2401,random
117,trot,straight,forward,Quadruped_117,2401,constant omega
118,trot,straight,forward,Quadruped_118,2401,constant mu
119,trot,straight,forward,Quadruped_119,2692,random
120,trot,straight,forward,Quadruped_120,2401,constant omega
121,trot,straight,forward,Quadruped_121,2691,constant mu
122,trot,straight,forward,Quadruped_122,2401,random
123,trot,straight,forward,Quadruped_123,2401,constant omega
124,trot,straight,forward,Quadruped_124,2401,constant mu
125,trot,straight,forward,Quadruped_125,2702,random
126,trot,straight,forward,Quadruped_126,2401,constant omega
127,trot,straight,forward,Quadruped_127,2401,constant mu
128,trot,straight,forward,Quadruped_128,2401,random
129,trot,straight,forward,Quadruped_129,2401,constant omega
130,trot,straight,forward,Quadruped_130,2401,constant mu
131,trot,straight,forward,Quadruped_131,2401,random
132,trot,straight,forward,Quadruped_132,2401,constant omega
133,trot,straight,forward,Quadruped_133,2691,constant mu
134,trot,straight,forward,Quadruped_134,2689,random
135,trot,straight,forward,Quadruped_135,2401,constant omega
136,trot,straight,forward,Quadruped_136,2401,constant mu
137,trot,straight,forward,Quadruped_137,2401,random
138,trot,straight,forward,Quadruped_138,2401,constant omega
139,trot,straight,forward,Quadruped_139,2401,constant mu
140,trot,straight,forward,Quadruped_140,2401,random
141,trot,straight,forward,Quadruped_141,2401,constant omega
142,trot,straight,forward,Quadruped_142,2401,constant mu
143,trot,straight,forward,Quadruped_143,2401,random
144,trot,straight,forward,Quadruped_144,2401,constant omega
145,trot,straight,forward,Quadruped_145,2401,constant mu
146,trot,straight,forward,Quadruped_146,2689,random
147,trot,straight,forward,Quadruped_147,2401,constant omega
148,trot,straight,forward,Quadruped_148,2689,constant mu
149,trot,straight,forward,Quadruped_149,2689,random
150,trot,straight,forward,Quadruped_150,2401,constant omega
151,trot,straight,forward,Quadruped_151,2689,constant mu
152,trot,straight,forward,Quadruped_152,2401,random
153,trot,straight,forward,Quadruped_153,2401,constant omega
154,trot,straight,forward,Quadruped_154,2401,constant mu
155,trot,straight,forward,Quadruped_155,2401,random
156,trot,straight,forward,Quadruped_156,2401,constant omega
157,trot,straight,forward,Quadruped_157,2401,constant mu
158,trot,straight,forward,Quadruped_158,2401,random
159,trot,straight,forward,Quadruped_159,2401,constant omega
160,trot,straight,forward,Quadruped_160,2748,constant mu
161,trot,straight,forward,Quadruped_161,2689,random
162,trot,straight,forward,Quadruped_162,2401,constant omega
163,trot,straight,forward,Quadruped_163,2401,constant mu
164,trot,straight,forward,Quadruped_164,2689,random
165,trot,straight,forward,Quadruped_165,2401,constant omega
166,trot,straight,forward,Quadruped_166,2401,constant mu
167,trot,straight,forward,Quadruped_167,2689,random
168,trot,straight,forward,Quadruped_168,2401,constant omega
169,trot,straight,forward,Quadruped_169,2689,constant mu
170,trot,straight,forward,Quadruped_170,2401,random
171,trot,straight,forward,Quadruped_171,2401,constant omega
172,trot,straight,forward,Quadruped_172,2401,constant mu
173,trot,straight,forward,Quadruped_173,2401,random
174,trot,straight,forward,Quadruped_174,2401,constant omega
175,trot,straight,forward,Quadruped_175,2689,constant mu
176,trot,straight,forward,Quadruped_176,2401,random
177,trot,straight,forward,Quadruped_177,2401,constant omega
178,trot,straight,forward,Quadruped_178,2689,constant mu
179,trot,straight,forward,Quadruped_179,2401,random
180,trot,straight,forward,Quadruped_180,2401,constant omega
181,trot,straight,forward,Quadruped_181,2401,constant mu
182,trot,straight,forward,Quadruped_182,2401,random
183,trot,straight,forward,Quadruped_183,2401,constant omega
184,trot,straight,forward,Quadruped_184,2689,constant mu
185,trot,straight,forward,Quadruped_185,2728,random
186,trot,straight,forward,Quadruped_186,2401,constant omega
187,trot,straight,forward,Quadruped_187,2711,constant mu
188,trot,straight,forward,Quadruped_188,2401,random
189,trot,straight,forward,Quadruped_189,2401,constant omega
190,trot,straight,forward,Quadruped_190,2120,constant mu
191,trot,straight,forward,Quadruped_191,2401,random
192,trot,straight,forward,Quadruped_192,2401,constant omega
193,trot,straight,forward,Quadruped_193,2401,constant mu
194,trot,straight,forward,Quadruped_194,2728,random
195,trot,straight,forward,Quadruped_195,2401,constant omega
196,trot,straight,forward,Quadruped_196,2711,constant mu
197,trot,straight,forward,Quadruped_197,2689,random
198,trot,straight,forward,Quadruped_198,2401,constant omega
199,trot,straight,forward,Quadruped_199,2401,constant mu
200,trot,straight,forward,Quadruped_200,2401,random
201,trot,straight,forward,Quadruped_201,2401,constant omega
202,trot,straight,forward,Quadruped_202,2120,constant mu
203,trot,straight,forward,Quadruped_203,2123,random
204,trot,straight,forward,Quadruped_204,2401,constant omega
205,trot,straight,forward,Quadruped_205,2120,constant mu
206,trot,straight,forward,Quadruped_206,2689,random
207,trot,straight,forward,Quadruped_207,2401,constant omega
208,trot,straight,forward,Quadruped_208,2401,constant mu
209,trot,straight,forward,Quadruped_209,2729,random
210,trot,straight,forward,Quadruped_210,2401,constant omega
211,trot,straight,forward,Quadruped_211,2401,constant mu
212,trot,straight,forward,Quadruped_212,2689,random
213,trot,straight,forward,Quadruped_213,2401,constant omega
214,trot,straight,forward,Quadruped_214,2689,constant mu
215,trot,straight,forward,Quadruped_215,2689,random
216,trot,straight,forward,Quadruped_216,2401,constant omega
217,trot,straight,forward,Quadruped_217,2689,constant mu
218,trot,straight,forward,Quadruped_218,2693,random
219,trot,straight,forward,Quadruped_219,2401,constant omega
220,trot,straight,forward,Quadruped_220,2401,constant mu
221,trot,straight,forward,Quadruped_221,2728,random
222,trot,straight,forward,Quadruped_222,2401,constant omega
223,trot,straight,forward,Quadruped_223,2689,constant mu
224,trot,straight,forward,Quadruped_224,2718,random
225,trot,straight,forward,Quadruped_225,2401,constant omega
226,trot,straight,forward,Quadruped_226,2401,constant mu
227,trot,straight,forward,Quadruped_227,2401,random
228,trot,straight,forward,Quadruped_228,2401,constant omega
229,trot,straight,forward,Quadruped_229,2401,constant mu
230,trot,straight,forward,Quadruped_230,2689,random
231,trot,straight,forward,Quadruped_231,2401,constant omega
232,trot,straight,forward,Quadruped_232,2401,constant mu
233,trot,straight,forward,Quadruped_233,2401,random
234,trot,straight,forward,Quadruped_234,2401,constant omega
235,trot,straight,forward,Quadruped_235,2401,constant mu
236,trot,straight,forward,Quadruped_236,2693,random
237,trot,straight,forward,Quadruped_237,2401,constant omega
238,trot,straight,forward,Quadruped_238,2401,constant mu
239,trot,straight,forward,Quadruped_239,2401,random
240,trot,straight,forward,Quadruped_240,2401,constant omega
241,trot,straight,forward,Quadruped_241,2401,constant mu
242,trot,straight,forward,Quadruped_242,2120,random
243,trot,straight,forward,Quadruped_243,2401,constant omega
244,trot,straight,forward,Quadruped_244,2401,constant mu
245,trot,straight,forward,Quadruped_245,2689,random
246,trot,straight,forward,Quadruped_246,2401,constant omega
247,trot,straight,forward,Quadruped_247,2401,constant mu
248,trot,straight,forward,Quadruped_248,2689,random
249,trot,straight,forward,Quadruped_249,2401,constant omega
250,trot,straight,forward,Quadruped_250,2121,constant mu
251,trot,straight,forward,Quadruped_251,2711,random
252,trot,straight,forward,Quadruped_252,2401,constant omega
253,trot,straight,forward,Quadruped_253,2401,constant mu
254,trot,straight,forward,Quadruped_254,2401,random
255,trot,straight,forward,Quadruped_255,2401,constant omega
256,trot,straight,forward,Quadruped_256,2401,constant mu
257,trot,straight,forward,Quadruped_257,2711,random
258,trot,straight,forward,Quadruped_258,2401,constant omega
259,trot,straight,forward,Quadruped_259,2401,constant mu
260,trot,straight,forward,Quadruped_260,2401,random
261,trot,straight,forward,Quadruped_261,2401,constant omega
262,trot,straight,forward,Quadruped_262,2689,constant mu
263,trot,straight,forward,Quadruped_263,2119,random
264,trot,straight,forward,Quadruped_264,2401,constant omega
265,trot,straight,forward,Quadruped_265,2729,constant mu
266,trot,straight,forward,Quadruped_266,2749,random
267,trot,straight,forward,Quadruped_267,2401,constant omega
268,trot,straight,forward,Quadruped_268,2728,constant mu
269,trot,straight,forward,Quadruped_269,2401,random
270,trot,straight,forward,Quadruped_270,2401,constant omega
271,trot,straight,forward,Quadruped_271,2689,constant mu
272,trot,straight,forward,Quadruped_272,2401,random
273,trot,straight,forward,Quadruped_273,2401,constant omega
274,trot,straight,forward,Quadruped_274,2689,constant mu
275,trot,straight,forward,Quadruped_275,2401,random
276,trot,straight,forward,Quadruped_276,2401,constant omega
277,trot,straight,forward,Quadruped_277,2749,constant mu
278,trot,straight,forward,Quadruped_278,2401,random
279,trot,straight,forward,Quadruped_279,2401,constant omega
280,trot,straight,forward,Quadruped_280,2689,constant mu
281,trot,straight,forward,Quadruped_281,2118,random
282,trot,straight,forward,Quadruped_282,2401,constant omega
283,trot,straight,forward,Quadruped_283,2689,constant mu
284,trot,straight,forward,Quadruped_284,2409,random
285,trot,straight,forward,Quadruped_285,2401,constant omega
286,trot,straight,forward,Quadruped_286,2401,constant mu
287,trot,straight,forward,Quadruped_287,2728,random
288,trot,straight,forward,Quadruped_288,2401,constant omega
289,trot,straight,forward,Quadruped_289,2689,constant mu
290,trot,straight,forward,Quadruped_290,2401,random
291,trot,straight,forward,Quadruped_291,2401,constant omega
292,trot,straight,forward,Quadruped_292,2401,constant mu
293,trot,straight,forward,Quadruped_293,2729,random
294,trot,straight,forward,Quadruped_294,2401,constant omega
295,trot,straight,forward,Quadruped_295,2689,constant mu
296,trot,straight,forward,Quadruped_296,2749,random
297,trot,straight,forward,Quadruped_297,2401,constant omega
298,trot,straight,forward,Quadruped_298,2401,constant mu
299,trot,straight,forward,Quadruped_299,2710,random
300,trot,straight,backward,Quadruped_300,2425,constant omega
301,trot,straight,backward,Quadruped_301,2401,constant mu
302,trot,straight,backward,Quadruped_302,2690,random
303,trot,straight,backward,Quadruped_303,2401,constant omega
304,trot,straight,backward,Quadruped_304,2693,constant mu
305,trot,straight,backward,Quadruped_305,2693,random
306,trot,straight,backward,Quadruped_306,2401,constant omega
307,trot,straight,backward,Quadruped_307,2401,constant mu
308,trot,straight,backward,Quadruped_308,2689,random
309,trot,straight,backward,Quadruped_309,2401,constant omega
310,trot,straight,backward,Quadruped_310,2401,constant mu
311,trot,straight,backward,Quadruped_311,2401,random
312,trot,straight,backward,Quadruped_312,2401,constant omega
313,trot,straight,backward,Quadruped_313,2401,constant mu
314,trot,straight,backward,Quadruped_314,2689,random
315,trot,straight,backward,Quadruped_315,2401,constant omega
316,trot,straight,backward,Quadruped_316,2401,constant mu
317,trot,straight,backward,Quadruped_317,2718,random
318,trot,straight,backward,Quadruped_318,2401,constant omega
319,trot,straight,backward,Quadruped_319,2401,constant mu
320,trot,straight,backward,Quadruped_320,2691,random
321,trot,straight,backward,Quadruped_321,2401,constant omega
322,trot,straight,backward,Quadruped_322,2727,constant mu
323,trot,straight,backward,Quadruped_323,2401,random
324,trot,straight,backward,Quadruped_324,2401,constant omega
325,trot,straight,backward,Quadruped_325,2689,constant mu
326,trot,straight,backward,Quadruped_326,2709,random
327,trot,straight,backward,Quadruped_327,2401,constant omega
328,trot,straight,backward,Quadruped_328,2401,constant mu
329,trot,straight,backward,Quadruped_329,2689,random
330,trot,straight,backward,Quadruped_330,2401,constant omega
331,trot,straight,backward,Quadruped_331,2401,constant mu
332,trot,straight,backward,Quadruped_332,2124,random
333,trot,straight,backward,Quadruped_333,2401,constant omega
334,trot,straight,backward,Quadruped_334,2401,constant mu
335,trot,straight,backward,Quadruped_335,2689,random
336,trot,straight,backward,Quadruped_336,2401,constant omega
337,trot,straight,backward,Quadruped_337,2122,constant mu
338,trot,straight,backward,Quadruped_338,2401,random
339,trot,straight,backward,Quadruped_339,2401,constant omega
340,trot,straight,backward,Quadruped_340,2689,constant mu
341,trot,straight,backward,Quadruped_341,2121,random
342,trot,straight,backward,Quadruped_342,2401,constant omega
343,trot,straight,backward,Quadruped_343,2401,constant mu
344,trot,straight,backward,Quadruped_344,2689,random
345,trot,straight,backward,Quadruped_345,2401,constant omega
346,trot,straight,backward,Quadruped_346,2401,constant mu
347,trot,straight,backward,Quadruped_347,2401,random
348,trot,straight,backward,Quadruped_348,2401,constant omega
349,trot,straight,backward,Quadruped_349,2401,constant mu
350,trot,straight,backward,Quadruped_350,2711,random
351,trot,straight,backward,Quadruped_351,2401,constant omega
352,trot,straight,backward,Quadruped_352,2401,constant mu
353,trot,straight,backward,Quadruped_353,2689,random
354,trot,straight,backward,Quadruped_354,2401,constant omega
355,trot,straight,backward,Quadruped_355,2401,constant mu
356,trot,straight,backward,Quadruped_356,2401,random
357,trot,straight,backward,Quadruped_357,2401,constant omega
358,trot,straight,backward,Quadruped_358,2401,constant mu
359,trot,straight,backward,Quadruped_359,2401,random
360,trot,straight,backward,Quadruped_360,2401,constant omega
361,trot,straight,backward,Quadruped_361,2401,constant mu
362,trot,straight,backward,Quadruped_362,2401,random
363,trot,straight,backward,Quadruped_363,2401,constant omega
364,trot,straight,backward,Quadruped_364,2401,constant mu
365,trot,straight,backward,Quadruped_365,2401,random
366,trot,straight,backward,Quadruped_366,2401,constant omega
367,trot,straight,backward,Quadruped_367,2689,constant mu
368,trot,straight,backward,Quadruped_368,2401,random
369,trot,straight,backward,Quadruped_369,2401,constant omega
370,trot,straight,backward,Quadruped_370,2689,constant mu
371,trot,straight,backward,Quadruped_371,2729,random
372,trot,straight,backward,Quadruped_372,2401,constant omega
373,trot,straight,backward,Quadruped_373,2401,constant mu
374,trot,straight,backward,Quadruped_374,2401,random
375,trot,straight,backward,Quadruped_375,2401,constant omega
376,trot,straight,backward,Quadruped_376,2401,constant mu
377,trot,straight,backward,Quadruped_377,2401,random
378,trot,straight,backward,Quadruped_378,2401,constant omega
379,trot,straight,backward,Quadruped_379,2401,constant mu
380,trot,straight,backward,Quadruped_380,2401,random
381,trot,straight,backward,Quadruped_381,2401,constant omega
382,trot,straight,backward,Quadruped_382,2689,constant mu
383,trot,straight,backward,Quadruped_383,2401,random
384,trot,straight,backward,Quadruped_384,2401,constant omega
385,trot,straight,backward,Quadruped_385,2689,constant mu
386,trot,straight,backward,Quadruped_386,2401,random
387,trot,straight,backward,Quadruped_387,2401,constant omega
388,trot,straight,backward,Quadruped_388,2689,constant mu
389,trot,straight,backward,Quadruped_389,2401,random
390,trot,straight,backward,Quadruped_390,2401,constant omega
391,trot,straight,backward,Quadruped_391,2401,constant mu
392,trot,straight,backward,Quadruped_392,2689,random
393,trot,straight,backward,Quadruped_393,2401,constant omega
394,trot,straight,backward,Quadruped_394,2689,constant mu
395,trot,straight,backward,Quadruped_395,2711,random
396,trot,straight,backward,Quadruped_396,2401,constant omega
397,trot,straight,backward,Quadruped_397,2689,constant mu
398,trot,straight,backward,Quadruped_398,2689,random
399,trot,straight,backward,Quadruped_399,2401,constant omega
400,trot,straight,backward,Quadruped_400,2689,constant mu
401,trot,straight,backward,Quadruped_401,2401,random
402,trot,straight,backward,Quadruped_402,2401,constant omega
403,trot,straight,backward,Quadruped_403,2401,constant mu
404,trot,straight,backward,Quadruped_404,2728,random
405,trot,straight,backward,Quadruped_405,2401,constant omega
406,trot,straight,backward,Quadruped_406,2689,constant mu
407,trot,straight,backward,Quadruped_407,2749,random
408,trot,straight,backward,Quadruped_408,2401,constant omega
409,trot,straight,backward,Quadruped_409,2401,constant mu
410,trot,straight,backward,Quadruped_410,2401,random
411,trot,straight,backward,Quadruped_411,2401,constant omega
412,trot,straight,backward,Quadruped_412,2401,constant mu
413,trot,straight,backward,Quadruped_413,2401,random
414,trot,straight,backward,Quadruped_414,2401,constant omega
415,trot,straight,backward,Quadruped_415,2123,constant mu
416,trot,straight,backward,Quadruped_416,2401,random
417,trot,straight,backward,Quadruped_417,2401,constant omega
418,trot,straight,backward,Quadruped_418,2689,constant mu
419,trot,straight,backward,Quadruped_419,2689,random
420,trot,straight,backward,Quadruped_420,2401,constant omega
421,trot,straight,backward,Quadruped_421,2401,constant mu
422,trot,straight,backward,Quadruped_422,2401,random
423,trot,straight,backward,Quadruped_423,2401,constant omega
424,trot,straight,backward,Quadruped_424,2401,constant mu
425,trot,straight,backward,Quadruped_425,2401,random
426,trot,straight,backward,Quadruped_426,2401,constant omega
427,trot,straight,backward,Quadruped_427,2401,constant mu
428,trot,straight,backward,Quadruped_428,2692,random
429,trot,straight,backward,Quadruped_429,2401,constant omega
430,trot,straight,backward,Quadruped_430,2749,constant mu
431,trot,straight,backward,Quadruped_431,2401,random
432,trot,straight,backward,Quadruped_432,2401,constant omega
433,trot,straight,backward,Quadruped_433,2689,constant mu
434,trot,straight,backward,Quadruped_434,2401,random
435,trot,straight,backward,Quadruped_435,2401,constant omega
436,trot,straight,backward,Quadruped_436,2401,constant mu
437,trot,straight,backward,Quadruped_437,2401,random
438,trot,straight,backward,Quadruped_438,2401,constant omega
439,trot,straight,backward,Quadruped_439,2689,constant mu
440,trot,straight,backward,Quadruped_440,2401,random
441,trot,straight,backward,Quadruped_441,2401,constant omega
442,trot,straight,backward,Quadruped_442,2689,constant mu
443,trot,straight,backward,Quadruped_443,2401,random
444,trot,straight,backward,Quadruped_444,2401,constant omega
445,trot,straight,backward,Quadruped_445,2689,constant mu
446,trot,straight,backward,Quadruped_446,2401,random
447,trot,straight,backward,Quadruped_447,2401,constant omega
448,trot,straight,backward,Quadruped_448,2692,constant mu
449,trot,straight,backward,Quadruped_449,2401,random
450,trot,straight,backward,Quadruped_450,2401,constant omega
451,trot,straight,backward,Quadruped_451,2689,constant mu
452,trot,straight,backward,Quadruped_452,2401,random
453,trot,straight,backward,Quadruped_453,2401,constant omega
454,trot,straight,backward,Quadruped_454,2689,constant mu
455,trot,straight,backward,Quadruped_455,2689,random
456,trot,straight,backward,Quadruped_456,2401,constant omega
457,trot,straight,backward,Quadruped_457,2719,constant mu
458,trot,straight,backward,Quadruped_458,2689,random
459,trot,straight,backward,Quadruped_459,2401,constant omega
460,trot,straight,backward,Quadruped_460,2401,constant mu
461,trot,straight,backward,Quadruped_461,2728,random
462,trot,straight,backward,Quadruped_462,2401,constant omega
463,trot,straight,backward,Quadruped_463,2401,constant mu
464,trot,straight,backward,Quadruped_464,2401,random
465,trot,straight,backward,Quadruped_465,2401,constant omega
466,trot,straight,backward,Quadruped_466,2711,constant mu
467,trot,straight,backward,Quadruped_467,2401,random
468,trot,straight,backward,Quadruped_468,2401,constant omega
469,trot,straight,backward,Quadruped_469,2728,constant mu
470,trot,straight,backward,Quadruped_470,2401,random
471,trot,straight,backward,Quadruped_471,2401,constant omega
472,trot,straight,backward,Quadruped_472,2401,constant mu
473,trot,straight,backward,Quadruped_473,2689,random
474,trot,straight,backward,Quadruped_474,2401,constant omega
475,trot,straight,backward,Quadruped_475,2710,constant mu
476,trot,straight,backward,Quadruped_476,2401,random
477,trot,straight,backward,Quadruped_477,2401,constant omega
478,trot,straight,backward,Quadruped_478,2401,constant mu
479,trot,straight,backward,Quadruped_479,2401,random
480,trot,straight,backward,Quadruped_480,2401,constant omega
481,trot,straight,backward,Quadruped_481,2689,constant mu
482,trot,straight,backward,Quadruped_482,2689,random
483,trot,straight,backward,Quadruped_483,2401,constant omega
484,trot,straight,backward,Quadruped_484,2689,constant mu
485,trot,straight,backward,Quadruped_485,2122,random
486,trot,straight,backward,Quadruped_486,2401,constant omega
487,trot,straight,backward,Quadruped_487,2749,constant mu
488,trot,straight,backward,Quadruped_488,2401,random
489,trot,straight,backward,Quadruped_489,2401,constant omega
490,trot,straight,backward,Quadruped_490,2401,constant mu
491,trot,straight,backward,Quadruped_491,2689,random
492,trot,straight,backward,Quadruped_492,2401,constant omega
493,trot,straight,backward,Quadruped_493,2689,constant mu
494,trot,straight,backward,Quadruped_494,2689,random
495,trot,straight,backward,Quadruped_495,2401,constant omega
496,trot,straight,backward,Quadruped_496,2401,constant mu
497,trot,straight,backward,Quadruped_497,2401,random
498,trot,straight,backward,Quadruped_498,2401,constant omega
499,trot,straight,backward,Quadruped_499,2401,constant mu
500,trot,straight,backward,Quadruped_500,2131,random
501,trot,straight,backward,Quadruped_501,2401,constant omega
502,trot,straight,backward,Quadruped_502,2401,constant mu
503,trot,straight,backward,Quadruped_503,2401,random
504,trot,straight,backward,Quadruped_504,2401,constant omega
505,trot,straight,backward,Quadruped_505,2122,constant mu
506,trot,straight,backward,Quadruped_506,2121,random
507,trot,straight,backward,Quadruped_507,2401,constant omega
508,trot,straight,backward,Quadruped_508,2728,constant mu
509,trot,straight,backward,Quadruped_509,2689,random
510,trot,straight,backward,Quadruped_510,2401,constant omega
511,trot,straight,backward,Quadruped_511,2689,constant mu
512,trot,straight,backward,Quadruped_512,2401,random
513,trot,straight,backward,Quadruped_513,2401,constant omega
514,trot,straight,backward,Quadruped_514,2401,constant mu
515,trot,straight,backward,Quadruped_515,2401,random
516,trot,straight,backward,Quadruped_516,2401,constant omega
517,trot,straight,backward,Quadruped_517,2401,constant mu
518,trot,straight,backward,Quadruped_518,2401,random
519,trot,straight,backward,Quadruped_519,2401,constant omega
520,trot,straight,backward,Quadruped_520,2401,constant mu
521,trot,straight,backward,Quadruped_521,2401,random
522,trot,straight,backward,Quadruped_522,2401,constant omega
523,trot,straight,backward,Quadruped_523,2120,constant mu
524,trot,straight,backward,Quadruped_524,2689,random
525,trot,straight,backward,Quadruped_525,2401,constant omega
526,trot,straight,backward,Quadruped_526,2728,constant mu
527,trot,straight,backward,Quadruped_527,2401,random
528,trot,straight,backward,Quadruped_528,2401,constant omega
529,trot,straight,backward,Quadruped_529,2401,constant mu
530,trot,straight,backward,Quadruped_530,2401,random
531,trot,straight,backward,Quadruped_531,2401,constant omega
532,trot,straight,backward,Quadruped_532,2689,constant mu
533,trot,straight,backward,Quadruped_533,2748,random
534,trot,straight,backward,Quadruped_534,2401,constant omega
535,trot,straight,backward,Quadruped_535,2693,constant mu
536,trot,straight,backward,Quadruped_536,2689,random
